"MERITVE";"SKUPINE";"LETO";Indeksi cen življenjskih potrebšèin in letne stopnje rasti cen
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2007";101.63
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2008";106.08
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2009";105.45
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2010";103.41
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2011";101.81
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2012";101.63
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2013";101.80
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2014";100.87
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2016";99.75
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2017";99.97
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2018";99.19
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2019";100.44
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2020";97.57
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"03 Oblaèila in obutev";"2021";98.06
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2000";46.47
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2001";51.61
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2002";55.13
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2003";58.75
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2004";63.05
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2005";68.77
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2006";72.40
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2007";74.32
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2008";81.49
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2009";81.25
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2010";89.50
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2011";94.50
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2012";98.12
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2013";101.16
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2014";101.29
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2016";99.02
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2017";101.54
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2018";105.62
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2019";109.97
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2020";108.75
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"04 Stanovanja, voda, elektrièna energija, plin in drugo gorivo";"2021";114.51
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2000";65.83
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2001";70.96
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2002";74.97
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2003";78.47
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2004";80.30
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2005";83.20
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2006";86.58
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2007";90.43
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2008";95.70
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2009";99.49
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2010";100.89
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2011";103.60
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2012";103.66
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2013";102.43
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2014";101.25
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2016";100.23
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2017";100.20
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2018";100.98
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2019";102.13
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2020";102.17
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"05 Stanovanjska in gospodinjska oprema in tekoèe vzdrževanje stanovanj";"2021";104.44
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2000";70.30
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2001";79.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2002";84.30
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2003";89.26
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2004";90.53
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2005";90.30
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2006";88.76
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2007";89.76
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2008";92.41
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2009";96.08
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2010";98.11
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2011";99.72
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2012";100.16
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2013";99.68
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2014";99.54
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2016";100.47
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2017";100.86
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2018";102.17
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2019";103.84
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2020";105.33
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"06 Zdravstvo";"2021";107.15
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2000";74.66
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2001";82.30
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2002";88.34
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2003";92.50
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2004";97.78
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2005";100.40
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2006";101.66
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2007";101.97
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2008";103.93
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2009";100.85
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2010";100.56
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2011";101.59
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2012";104.94
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2013";105.20
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2014";105.38
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2016";96.56
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2017";98.38
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2018";99.15
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2019";98.32
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2020";93.16
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"07 Prevoz";"2021";98.77
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2000";81.08
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2001";89.93
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2002";103.56
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2003";105.02
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2004";105.15
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2005";105.19
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2006";105.47
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2007";105.80
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2008";106.44
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2009";102.03
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2010";103.43
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2011";104.63
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2012";102.10
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2013";100.88
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2014";98.95
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2016";103.51
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2017";103.83
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2018";104.15
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2019";105.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2020";105.11
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"08 Komunikacije";"2021";104.13
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2000";68.44
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2001";72.27
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2002";77.36
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2003";81.14
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2004";84.15
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2005";86.11
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2006";87.95
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2007";91.12
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2008";95.15
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2009";97.98
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2010";98.34
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2011";96.85
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2012";98.17
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2013";98.23
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2014";98.97
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2016";100.26
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2017";100.69
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2018";101.92
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2019";103.53
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2020";103.19
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"09 Rekreacija in kultura";"2021";101.38
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2000";55.28
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2001";60.52
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2002";66.59
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2003";69.43
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2004";74.47
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2005";79.75
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2006";82.24
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2007";83.77
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2008";88.16
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2009";91.13
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2010";92.55
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2011";94.08
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2012";96.81
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2013";99.32
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2014";99.43
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2016";100.09
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2017";101.42
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2018";105.02
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2019";109.08
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2020";111.97
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"10 Izobraževanje";"2021";112.91
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2000";55.25
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2001";59.04
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2002";64.41
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2003";69.13
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2004";72.64
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2005";75.85
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2006";79.23
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2007";85.01
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2008";93.18
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2009";97.29
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2010";94.81
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2011";88.40
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2012";92.36
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2013";98.41
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2014";99.48
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2016";102.01
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2017";103.52
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2018";106.20
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2019";109.40
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2020";110.77
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"11 Restavracije in hoteli";"2021";114.05
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2000";58.98
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2001";63.52
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2002";68.96
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2003";73.38
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2004";76.17
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2005";77.65
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2006";80.81
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2007";83.70
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2008";86.96
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2009";90.30
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2010";91.53
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2011";93.54
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2012";95.83
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2013";97.04
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2014";98.60
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2015";100.00
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2016";101.13
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2017";102.59
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2018";104.37
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2019";106.95
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2020";110.24
"Indeks cen življenjskih potrebšèin (Leto / povpreèje leta 2015)";"12 Raznovrstno blago in storitve";"2021";110.14
